file,category,size_bytes,source_url
core_sys/images/main/con_h3_ti_b.gif,Other,5626,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/con_h3_ti_b.gif
core_sys/images/main/nwu01_bg.gif,Other,5445,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/nwu01_bg.gif
core_sys/images/main/wrapper_bg2.jpg,Other,135333,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/wrapper_bg2.jpg
core_sys/images/main/body_bg.jpg,Other,50436,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/body_bg.jpg
core_sys/images/main/wrapper_bg_f.jpg,Background,156263,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/wrapper_bg_f.jpg
core_sys/images/main/contents/h2_bd.gif,Key_Visual,5360,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_bd.gif
core_sys/images/main/contents/cont_top_bg.gif,Other,833,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/cont_top_bg.gif
core_sys/images/main/contents/h2_cd.gif,Key_Visual,4951,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_cd.gif
core_sys/images/main/contents/nh2_1.gif,Key_Visual,4863,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/nh2_1.gif
core_sys/images/main/contents/h2_5.gif,Key_Visual,4741,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_5.gif
core_sys/images/main/contents/h2_4.gif,Key_Visual,4722,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_4.gif
core_sys/images/main/contents/h2_book.gif,Key_Visual,5044,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_book.gif
core_sys/images/main/contents/h2_1.gif,Key_Visual,5425,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_1.gif
core_sys/images/main/contents/h2_3.gif,Key_Visual,5459,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_3.gif
core_sys/images/main/contents/h2_2.gif,Key_Visual,5166,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_2.gif
core_sys/images/main/contents/cms_block_bg.gif,Other,325,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/cms_block_bg.gif
core_sys/images/main/contents/cont_bottom_bg.gif,Other,493,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/cont_bottom_bg.gif
core_sys/images/main/contents/h2_7.jpg,Key_Visual,99760,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/h2_7.jpg
core_sys/images/main/contents/radio/bt_shityo_32_off.gif,Banner,4819,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/bt_shityo_32_off.gif
core_sys/images/main/contents/radio/navigator.jpg,Radio,19988,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/navigator.jpg
core_sys/images/main/contents/radio/bt_shityo_64_off.gif,Banner,4779,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/bt_shityo_64_off.gif
core_sys/images/main/contents/radio/radio_corner_bg.gif,Radio,560,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/radio_corner_bg.gif
core_sys/images/main/contents/radio/oa_end.gif,Radio,2099,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/oa_end.gif
core_sys/images/main/contents/radio/ttl2_radio.gif,Radio,688,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/ttl2_radio.gif
core_sys/images/main/contents/chara/bt_chara02a.jpg,Character,3157,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara02a.jpg
core_sys/images/main/contents/chara/bt_chara11a.gif,Character,4701,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara11a.gif
core_sys/images/main/contents/chara/bt_chara03a.jpg,Character,3258,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara03a.jpg
core_sys/images/main/contents/chara/bt_chara07.jpg,Character,2376,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara07.jpg
core_sys/images/main/contents/chara/bt_chara06.jpg,Character,2303,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara06.jpg
core_sys/images/main/contents/chara/bt_chara08a.jpg,Character,3287,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara08a.jpg
core_sys/images/main/contents/chara/bt_chara04.jpg,Character,2451,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara04.jpg
core_sys/images/main/contents/chara/bt_chara10.jpg,Character,2879,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara10.jpg
core_sys/images/main/contents/chara/bt_chara04a.jpg,Character,3124,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara04a.jpg
core_sys/images/main/contents/chara/bt_chara05.jpg,Character,2487,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara05.jpg
core_sys/images/main/contents/chara/bt_chara01.jpg,Character,2247,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara01.jpg
core_sys/images/main/contents/chara/bt_chara05a.jpg,Character,3128,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara05a.jpg
core_sys/images/main/contents/chara/bt_chara02.jpg,Character,2441,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara02.jpg
core_sys/images/main/contents/chara/bt_chara09a.jpg,Character,3935,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara09a.jpg
core_sys/images/main/contents/chara/bt_chara03.jpg,Character,2524,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara03.jpg
core_sys/images/main/contents/chara/bt_chara10a.jpg,Character,3421,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara10a.jpg
core_sys/images/main/contents/chara/bt_chara06a.jpg,Character,2973,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara06a.jpg
core_sys/images/main/contents/chara/bt_chara08.jpg,Character,2639,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara08.jpg
core_sys/images/main/contents/chara/bt_chara07a.jpg,Character,2894,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara07a.jpg
core_sys/images/main/contents/chara/bt_chara09.jpg,Character,3106,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara09.jpg
core_sys/images/main/contents/chara/bt_chara11.gif,Character,4373,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara11.gif
core_sys/images/main/contents/chara/bt_chara01a.jpg,Character,2910,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/chara/bt_chara01a.jpg
core_sys/images/main/contents/story/st_bgm.gif,Story,77092,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/story/st_bgm.gif
core_sys/images/main/contents/story/st_bgt.gif,Story,35392,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/story/st_bgt.gif
core_sys/images/main/contents/story/st_bgb.gif,Story,26640,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/story/st_bgb.gif
core_sys/images/header/head_logo01.jpg,Header,27361,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/header/head_logo01.jpg
core_sys/images/header/head_logo02.jpg,Header,71910,https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/header/head_logo02.jpg
