url,type,page,recovery_method
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/contents/00000008/block/00000017/00000026.jpg%3F1484183771,img,https://wwws.warnerbros.co.jp/anime/kamimemo/contents/hp0004/index00080007.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/contents/00000008/block/00000016/00000025.jpg%3F1484183771,img,https://wwws.warnerbros.co.jp/anime/kamimemo/contents/hp0004/index00080006.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/contents/00000008/block/00000067/00000130.jpg%3F1484183776,img,https://wwws.warnerbros.co.jp/anime/kamimemo/contents/hp0004/index00080010.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/contents/00000008/block/00000011/00000020.jpg%3F1484183771,img,https://wwws.warnerbros.co.jp/anime/kamimemo/contents/hp0004/index00080001.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/contents/00000008/block/00000010/00000019.jpg%3F1484183771,img,https://wwws.warnerbros.co.jp/anime/kamimemo/contents/hp0004/index00080000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/contents/00000006/base/001.jpg%3F1484183771,img,https://wwws.warnerbros.co.jp/anime/kamimemo/contents/hp0003/index00060000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/contents/00000007/base/001.jpg%3F1484183771,img,https://wwws.warnerbros.co.jp/anime/kamimemo/contents/hp0005/index00070000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/ttl_bno.gif,img,https://wwws.warnerbros.co.jp/anime/kamimemo/radio/index.html,unknown
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/bt_shityo_32back_off.gif,img,https://wwws.warnerbros.co.jp/anime/kamimemo/radio/index.html,unknown
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/bt_shityo_32back_off.gif,img,https://wwws.warnerbros.co.jp/anime/kamimemo/radio/index.html,unknown
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/banner/00000001.jpg%3F1484183772,img,https://wwws.warnerbros.co.jp/anime/kamimemo/radio/index.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000010/block/00000010/00000007.gif%3F1484183774,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00100000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000024/base/sn_001.jpg%3F1484183776,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00240000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000039/base/001.gif%3F1484183796,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00390000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000048/base/001.jpg%3F1484183809,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00480000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000019/base/sn_001.jpg%3F1484183775,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00190000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000027/base/001.jpg%3F1484183776,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00270000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000008/block/00000005/00000001.jpg%3F1484183773,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00080000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000008/block/00000006/00000002.jpg%3F1484183773,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00080000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000008/block/00000007/00000003.jpg%3F1484183773,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00080000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000041/base/sn_001.gif%3F1484183800,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00410000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/news/00000003/base/sn_001.jpg%3F1484183773,img,https://wwws.warnerbros.co.jp/anime/kamimemo/news/hp0001/index00030000.html,HTTP 404
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/ttl_bno.gif,img,https://wwws.warnerbros.co.jp/anime/kamimemo/radio/index.html,unknown
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/bt_shityo_32back_off.gif,img,https://wwws.warnerbros.co.jp/anime/kamimemo/radio/index.html,unknown
https://wwws.warnerbros.co.jp/anime/kamimemo/core_sys/images/main/contents/radio/bt_shityo_32back_off.gif,img,https://wwws.warnerbros.co.jp/anime/kamimemo/radio/index.html,unknown
